,Restaurant,UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date,OperationTime,Address
1700,꾸이꾸이막창&순대국,k1**님,"훈연소금막창 1인분/1(사이즈 선택(1인분（200g）),추가 선택(직화숙주)),훈연매콤막창 1인분/1(사이즈 선택(1인분（200g）),추가 선택(직화숙주))",한번 맛 본후로 줄곧 막창은 여기서만! 술안주 최고임ㅋ 소금이나 매운거나 둘다 맛남! 부추마저 꿀맛! 주변사람모두 맛나다고 칭찬ㅋㅋ 그냥도 맛나지만 숙주가 있는것이 맛이 더 좋음ㅎ 잘먹었습니다~~~^-^♡,5,5,5,5,2020년 3월 1일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1701,꾸이꾸이막창&순대국,kh**님,"훈연데리야끼막창 1인분/1(사이즈 선택(1인분（200g）)),훈연매콤막창 1인분/1(사이즈 선택(1인분（200g）)),뼈해장국/1","음식포장은 깔끔하게 왔습니다. 매운맛, 데리야끼소스, 뼈해장국을 주문했는데 나쁘지않은 평균적인정도 입니다. 데리야끼는 아이도 잘먹어서 괜찮은데 매운맛은 짠맛이 강해서인지 아이도 제입맛에도 그닥이더군요. 뼈해장국은 왠만한 해장국집정도의 평균이상은 되는맛인것같습니다.",3,3,3,4,2020년 2월 28일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1702,꾸이꾸이막창&순대국,id**님,"혼밥막창세트/1(맛 선택(소금)),진로/1","맛, 포장 만족합니다. 막창 양이 쫌만 더~~ 아님, 막창만 100g 더 추가 팔면 안되겠죠?",5,5,4,5,2020년 2월 27일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1703,꾸이꾸이막창&순대국,je**님,"훈연매콤막창 1인분/1(사이즈 선택(1인분（200g）)),훈연믹스동（Best）/1(메뉴선택(소금1인분（200g）),추가 선택(직화숙주))",숯불향이나요~~!! 맛있네요~ 깔끔한포장 좋아요~~,5,5,5,5,2020년 2월 26일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1704,꾸이꾸이막창&순대국,ca**님,"훈연매콤막창 1인분/1(사이즈 선택(1인분（200g）)),1인 심플훈연막창（no쌈,no부추）/1(맛선택(소금)),날치알주먹밥/1",두번째 시켜먹어요♡ 항상 너무 맛있는 막창이에요~♡,5,5,5,5,2020년 2월 25일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1705,꾸이꾸이막창&순대국,yj**님,혼밥막창세트/1(맛 선택(소금)),너무 맛있어요! 된장국이 진짜 최고네요 양도 많고 너무 맛있게 먹었어요ㅎㅎㅎㅎ,5,5,5,5,2020년 2월 22일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1706,꾸이꾸이막창&순대국,ha**님,"훈연소금막창 1인분/1(사이즈 선택(1인분（200g）),추가 선택(된장소스,매콤소스))",가격도 괜찮고 혼술하기 좋아요 ^^,5,5,5,5,2020년 2월 21일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1707,꾸이꾸이막창&순대국,ca**님,"훈연매콤막창 1인분/1(사이즈 선택(1인분（200g）)),순대국/1(순대국 선택(오리지널),추가 선택(얼큰))",막창 너무 맛이있어요 ㅠ 순댓국도 만족!! 막창 저 갈색 소스 존맛탱♡,5,5,5,5,2020년 2월 20일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1708,꾸이꾸이막창&순대국,ir**님,"훈연매콤막창 1인분/1(사이즈 선택(1인분（200g）),추가 선택(생와사비,콜라355mL))",맛있었어용! 소스랑 와사비가 조합이 좋았어요~,5,5,5,5,2020년 1월 30일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1709,꾸이꾸이막창&순대국,li**님,"훈연소금막창 1인분/1(사이즈 선택(2인분（400g）),추가 선택(구운감자,직화숙주)),날치알주먹밥/1",맛있게 잘먹었습니다~~ 소스들이 다 맛잇어용,5,5,5,5,2020년 1월 24일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1710,꾸이꾸이막창&순대국,rh**님,"훈연소금막창 1인분/1(사이즈 선택(2인분（400g）),추가 선택(공깃밥,사이다355mL))",양이 좀 적어요ㅠㅠㅠㅠ,5,5,5,5,2020년 1월 21일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1711,꾸이꾸이막창&순대국,db**님,혼밥막창세트/1(맛 선택(매콤)),막창이 대체적으러 좀 타서 와서 당황했지만 맛있었습니다~,4,4,4,4,2020년 1월 13일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1712,꾸이꾸이막창&순대국,ku**님,"훈연매콤막창 1인분/1(사이즈 선택(1인분（200g）),추가 선택(떡사리,부추,직화숙주,매콤소스)),순대국＋머릿고기/1(순대국 선택(오리지널),추가 선택(얼큰,사이다（355mL）))",두 번째 시켜봤어요 순대국도 맛있어어요,5,5,5,5,2020년 1월 11일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1713,꾸이꾸이막창&순대국,jm**님,"혼밥막창세트/1(맛 선택(소금),추가 선택(구운감자))",간편하게 먹으려다 난리네요.. 다 터져서 오고 정리하느라 음식도 다 식고 무슨맛으로 먹었는지... 배달원이 포장자체가 제대로 안되었있어다는데.. 돈내고 기분도별로 힘만 빼고 모처럼의 느긋한 저녁 망치는 순간이네요.. ㅠㅜ,1,2,1,1,2020년 1월 10일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1714,꾸이꾸이막창&순대국,ku**님,"혼밥막창세트/1(맛 선택(매콤),추가 선택(직화숙주,떡사리,사이다355mL))",다 맘에 드네요 오래간만에 안남기는 식사였습니다,5,5,5,5,2020년 1월 10일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1715,꾸이꾸이막창&순대국,ch**님,혼밥막창세트/1(맛 선택(소금)),아주 좋습니다. Sehr gut. 非常好！Very nice. Очень хорошо! अच्छा है। ممتاز πολύ καλά. Très bien. Muy bien. bellissimo!Tốt lắm👍,5,5,4,5,2020년 1월 7일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1716,꾸이꾸이막창&순대국,st**님,"훈연소금막창 1인분/1(사이즈 선택(1인분（200g）)),훈연매콤막창 1인분/1(사이즈 선택(1인분（200g）),추가 선택(직화숙주))",맛잇어요ㅠㅠ 정말 ㅜ 양도 괜찮고 잘 먹었습니당~~!,5,5,5,5,2020년 1월 5일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1717,꾸이꾸이막창&순대국,wj**님,"훈연매콤막창 1인분/1(사이즈 선택(1인분（200g）),추가 선택(생와사비)),혼밥막창세트/1(맛 선택(소금)),날치알주먹밥/1",냄새도 안나고 진짜 맛있어요 날치알 주먹밥도 맛있고 부추도 맛잇고 막창 냄새 안나용 다음에 또 먹을 것 같아요,5,5,5,5,2019년 12월 27일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1718,꾸이꾸이막창&순대국,se**님,"훈연데리야끼막창 1인분/1(사이즈 선택(1인분（200g）),추가 선택(부추))",매콤 막창 보다는 데리야끼가 더 맛있는것같아요 불맛이 잘 안나 아쉬웟어요,3,2,3,2,2019년 12월 27일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1719,꾸이꾸이막창&순대국,손님,"혼밥막창세트/1(맛 선택(매콤)),진로/1",맛도 좋고 혼슐하기 딱 좋아요ㅠㅠ,4,4,4,4,2019년 12월 24일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1720,꾸이꾸이막창&순대국,se**님,혼밥막창세트/1(맛 선택(매콤)),좀마니짜요....ㅠㅠㅠㅠㅠ원랴ㅜ그런가요?? 대리아끼더 먹어보고싳었는데 ㅜㅜ 매콤막창 실망스러워서 속상했네여...,2,1,1,1,2019년 12월 24일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1721,꾸이꾸이막창&순대국,ss**님,"훈연데리야끼막창 1인분/1(사이즈 선택(1인분（200g）),추가 선택(부추,콜라355mL)),혼술고기세트/1(고기 선택(덜미살),추가 선택(직화숙주))",배달도 빠르고맛있었어요,5,5,5,5,2019년 12월 20일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1722,꾸이꾸이막창&순대국,lo**님,"훈연소금막창 1인분/1(사이즈 선택(1인분（200g）)),훈연매콤막창 1인분/1(사이즈 선택(1인분（200g）))",너무 질겨요ㅠㅠ 못 먹을정도에요ㅠㅠ 환불받고싶어요ㅠㅠ,2,2,3,3,2019년 12월 7일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1723,꾸이꾸이막창&순대국,dd**님,훈연소금막창 1인분/1(사이즈 선택(1인분（200g）)),여길 알게 된 이후로 계속 여기서만 시켜 먹고있어요ㅎㅎ 기본 소금막창이랑 데리야끼막창 둘 다 너무 맛있어요ㅎㅎ 1인분 양도 딱 적당하고 앞으로도 자주 시켜 먹을 것 같아요~!!,5,5,5,5,2019년 12월 4일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1724,꾸이꾸이막창&순대국,at**님,훈연매콤막창 1인분/1(사이즈 선택(1인분（200g）)),시킬때마다 만족합니당! 요구사항도 꼼꼼히지켜주셔서 좋아용 배달요청사항만 좀더 꼼꼼히 지켜주심 감사합니다! 배달하시는분은 친절하셔용,5,5,5,4,2019년 11월 30일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1725,꾸이꾸이막창&순대국,86**님,훈연소금막창 1인분/1(사이즈 선택(1인분（200g）)),"양이 많고 맛있어요,다른 리뷰 보니까 주먹밥있는데 다로 시키는거에요~?",5,5,5,5,2019년 11월 23일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1726,꾸이꾸이막창&순대국,jm**님,혼밥막창세트/1(맛 선택(소금)),기분좋게 먹다가 고추먹으려고 꺼냈더니 이건좀아니지않나요 전화는왜계속안받으시는지,1,3,3,3,2019년 11월 14일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1727,꾸이꾸이막창&순대국,sw**님,훈연소금막창 1인분/1(사이즈 선택(1인분（200g）)),😋😋😋😋😋😋😋😋😋,5,5,5,5,2019년 11월 12일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1728,꾸이꾸이막창&순대국,eu**님,"훈연데리야끼막창 1인분/1(사이즈 선택(1인분（200g）)),날치알주먹밥/1",다코야끼 먹었는데 달달하고 맛있었어요 자주 시켜 먹을려구요 맛있게 잘먹었습니당,4,4,3,5,2019년 11월 9일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1729,꾸이꾸이막창&순대국,sh**님,훈연매콤막창 1인분/1(사이즈 선택(1인분（200g）)),맛잇게먹엇어요 추천 팡팡,5,5,4,5,2019년 11월 8일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1730,꾸이꾸이막창&순대국,ch**님,"훈연소금막창 1인분/1(사이즈 선택(1인분（200g）),추가 선택(쌈)),훈연데리야끼막창 1인분/1(사이즈 선택(1인분（200g）))",날치알 너무 맛있고 막창도 맛있네요! 개인적으로 양념 들어간 데리야끼가 달달하고 너무 맛있었어요 잘 먹었습니다^^,4,4,3,4,2019년 11월 5일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1731,꾸이꾸이막창&순대국,vc**님,훈연소금막창 1인분/1(사이즈 선택(1인분（200g）)),막창양도 꽤 많고 주먹밥이랑 같이 먹으니 더 맛있어요!,5,5,5,5,2019년 11월 4일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1732,꾸이꾸이막창&순대국,jj**님,훈연소금막창 1인분/1(사이즈 선택(1인분（200g）)),맛있게 먹었습니다,5,5,5,5,2019년 10월 31일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1733,꾸이꾸이막창&순대국,손님,훈연매콤막창 1인분/1(사이즈 선택(1인분（200g）)),안주로 시킨건데 딱 좋네요,4,4,4,5,2019년 10월 29일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1734,꾸이꾸이막창&순대국,tp**님,훈연매콤막창 1인분/1(사이즈 선택(1인분（200g）)),맛있어요! 근데 살짝 매운맛이 더 강했으면 좋겠어요. 안에 양파랑 감자랑 떡이랑 마늘이 들어가 있는데 양파가 되게 많아요,4,4,3,4,2019년 10월 29일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1735,꾸이꾸이막창&순대국,fu**님,훈연매콤막창 1인분/1(사이즈 선택(1인분（200g）)),이번에도 잘 먹었습니다. 첫 주문부터 쭉 매콤한맛만 먹고있는데 이게 너무 맛있어서 다른것도 먹어보고 싶지만 계속 이걸 시키게되네요 ㅎ 다음에는 다른것도 먹어보아야겠습니다,5,5,5,5,2019년 10월 26일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1736,꾸이꾸이막창&순대국,손님,"훈연데리야끼막창 1인분/1(사이즈 선택(1인분（200g）),추가 선택(구운감자))",하...또시키게 되네요 ㅜㅜ 마약같은 맛집,5,5,5,5,2019년 10월 21일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1737,꾸이꾸이막창&순대국,pj**님,훈연소금막창 1인분/1(사이즈 선택(1인분（200g）)),맛있고 양많고 서비스도 좋아요,5,5,5,5,2019년 10월 18일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1738,꾸이꾸이막창&순대국,손님,"훈연소금막창 1인분/1(사이즈 선택(1인분（200g）),추가 선택(매콤소스))",가성비 최고에용!!!!!!! 막창도 양이 생각보다 많앗어용 크고,5,5,5,5,2019년 10월 18일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1739,꾸이꾸이막창&순대국,sh**님,훈연매콤막창 1인분/1(사이즈 선택(1인분（200g）)),왜먹는지는 먹어봐야 압니다,5,5,5,5,2019년 10월 17일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1740,꾸이꾸이막창&순대국,je**님,훈연소금막창 1인분/1(사이즈 선택(1인분（200g）)),맛있어요bbb최고 떡구운고 별로 안좋아하는데 적게 들어있고 막창많아서 좋았어요 소스 조금 짜다고 생각핸ㅅ는데 막창에 간이 별로 없어서 소스랑 먹어야함다!!,5,5,5,5,2019년 10월 15일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1741,꾸이꾸이막창&순대국,sn**님,"훈연매콤막창 1인분/1(사이즈 선택(1인분（200g）),추가 선택(떡사리))",맛있었어요 첫번째 시켜먹고 계속 생각나서 또 시켜먹었어요,5,5,5,4,2019년 10월 11일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1742,꾸이꾸이막창&순대국,ss**님,훈연소금막창 1인분/1(사이즈 선택(1인분（200g）)),알찬 구성에 감동 받았습니다!! 다음에 또 시켜 먹을게요 😭👏👏,5,5,5,5,2019년 10월 10일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1743,꾸이꾸이막창&순대국,손님,훈연소금막창 1인분/1(사이즈 선택(1인분（200g）)),배달도빠르구 막창한번 먹으려면 2인분이상 거의 2만원 써야하는데 여긴 1인분도되구 먹어보니 냄새도 하나도 안나구요 배달도 깔끔하게 포장되어 왔더라구요! 가족들 다 잘먹엇어여!!,5,5,5,5,2019년 10월 9일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1744,꾸이꾸이막창&순대국,sh**님,훈연매콤막창 1인분/1(사이즈 선택(1인분（200g）)),양도 많고 맛있어요 매운맛 시켰는데 너무 맵지않고 적당히 맛있게 매워서 좋았어요 다음엔 다른맛도 시켜먹어보려구요,5,5,5,5,2019년 10월 9일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1745,꾸이꾸이막창&순대국,da**님,훈연 소금 막창 /1(사이즈 선택(1人（200g）)),양도 많고 맛나요 ㅎㅎ 앞으로 막창은 여기만 먹을거 같아요~,5,5,5,5,2019년 10월 7일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1746,꾸이꾸이막창&순대국,le**님,훈연 소금 막창 /1(사이즈 선택(1人（200g）)),맛좋고 배달빠르구 서비스로 온 밥까지 넘 맛있었어요 ㅎㅎ,5,5,5,5,2019년 10월 6일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1747,꾸이꾸이막창&순대국,li**님,훈연 소금 막창 /1(사이즈 선택(1人（200g）)),양도많고 맛있어요 서비스 주먹밥도 짱이네요,5,5,5,5,2019년 10월 5일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1748,꾸이꾸이막창&순대국,fu**님,훈연 매콤 막창/1(사이즈 선택(1人（200g）)),"세번째 주문 후기입니다 :) 뭔가가 바뀐것 같아서 유심히 보니 배달 용기가 흰색에서 검은색으로 바뀌었더라구요. 양념의 빨간색과 잘 어울리면서 훨씬 더 깔끔해보이고 맛있어보이는 효과가 있는것 같습니다. 물론 실제로도 맛있구요 : 그리고 예전에는 불맛이 나는줄 몰랐는데 이번에는 불맛까지 나길래 너무 좋았습니다. 예전에도 좋았지만 요리실력이 더 좋아지신것 같아요. 그리고 서비스로 주신 알밥은 서비스라고하기에는 아쉬울만큼 맛있습니다. 마지막으로, 상추랑 깻잎을 조금 더 요청드렸는데 푸짐하게 주셔서 너무 좋았습니다 😍😍😍",5,5,5,5,2019년 10월 4일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1749,꾸이꾸이막창&순대국,sh**님,혼밥세트（막창1人 200g＋쌈＋부추＋수제소스＋양파피클＋공깃밥＋된장찌개小＋음료수190mL 1개）/1(혼밥세트 맛선택(매콤)),처음시켜먹어봤는데 맛있었어요 !! 가격대비 양도 알차고 맛있습니다 ! 다음에 또 시켜먹을께용 ㅎㅎㅎ,4,5,5,4,2019년 10월 2일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1750,꾸이꾸이막창&순대국,da**님,훈연 소금 막창 /1(사이즈 선택(1人（200g）)),막창을 먹으러 식당까지 가기 힘들때 최고의 선택지!,5,5,5,5,2019년 10월 2일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1751,꾸이꾸이막창&순대국,co**님,"훈연 소금 막창 /1(사이즈 선택(1人（200g）)),된장 소스 추가/1",맛있어요~ 서비스로 온 날치알은 그냥 더 시켜도 되겠어요 너무 맛있어용,5,5,5,5,2019년 9월 26일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1752,꾸이꾸이막창&순대국,js**님,"훈연 매콤 막창/1(사이즈 선택(1人（200g）)),훈연 데리야끼 막창/1(사이즈 선택(1人（200g）))",데리막창 양념막창 둘 다 맛있어요 근데 데리막창이 대박이네요 추천해요,4,5,4,4,2019년 9월 26일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1753,꾸이꾸이막창&순대국,손님,훈연 매콤 막창/1(사이즈 선택(1人（200g）)),정말 맛있어요♡ 강추합니다^-^,5,5,5,5,2019년 9월 24일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1754,꾸이꾸이막창&순대국,kj**님,훈연 매콤 막창/1(사이즈 선택(1人（200g）)),맛있게 먹었습니다!,3,3,4,4,2019년 9월 22일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1755,꾸이꾸이막창&순대국,do**님,훈연 소금 막창 /1(사이즈 선택(1人（200g）)),오늘은 하나도 안 질기고 인생막창 먹었네요! 배달인데 이렇게 맛있을수 있다니 ㅠㅠ,5,5,5,5,2019년 9월 21일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1756,꾸이꾸이막창&순대국,mm**님,훈연 소금 막창 /1(사이즈 선택(1人（200g）)),개꿀맛 배달도 빠름 강추,5,5,5,5,2019년 9월 20일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1757,꾸이꾸이막창&순대국,do**님,훈연 소금 막창 /1(사이즈 선택(1人（200g）)),맛있었습니다! 근데 막창이 약간 질겼던거 같아요 ㅠㅠ,5,5,5,5,2019년 9월 20일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1758,꾸이꾸이막창&순대국,me**님,훈연 소금 막창 /1(사이즈 선택(1人（200g）)),리뷰가 좋아서 시켜봤어요!!양도 많고 맛도 좋아요!,5,5,5,5,2019년 9월 17일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1759,꾸이꾸이막창&순대국,손님,훈연 데리야끼 막창/1(사이즈 선택(1人（200g）)),진짜 존맛탱 곱창은 맨날 여기서 시켜야될듯 양도 적당하고 특히 감자가 너무 맛있어요 ㅜㅜ 사장님 절때 어디가지마세요 그리고 알바생분 친절해용 ㅎㅎ,5,5,5,5,2019년 9월 16일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1760,꾸이꾸이막창&순대국,pa**님,훈연 소금 막창 /1(사이즈 선택(1人（200g）)),잘 먹었어요! 주먹밥도 맛있었슴니다,5,5,5,5,2019년 9월 11일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1761,꾸이꾸이막창&순대국,ju**님,훈연 데리야끼 막창/1(사이즈 선택(1人（200g）)),잘먹었어요 1인메뉴처음시켜보는데 괜춘해요,5,5,5,5,2019년 9월 9일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1762,꾸이꾸이막창&순대국,as**님,"훈연 소금 막창 /1(사이즈 선택(1人（200g）)),콜라 355mL/1",배달 막창이라 기대별로 안했는데 완전 존맛!! 양도 엄청많고 서비스도 주시고 좋아용 ㅋㅋ 맛나게 잘 먹었습니다,5,5,5,5,2019년 9월 9일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1763,꾸이꾸이막창&순대국,손님,훈연 소금 막창 /1(사이즈 선택(1人（200g）)),훈제 향이 많이 나서 좋았어요! 배달 빨랐고 잘 먹었습니다. 막장 없는게 아쉬워요ㅜ,5,4,5,5,2019년 9월 8일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1764,꾸이꾸이막창&순대국,fu**님,훈연 매콤 막창/1(사이즈 선택(1人（200g）)),리뷰쓰는걸 까먹고 이제야 쓰네요 사진 재탕 이해해주세요 ㅜ 이번이 두번째 주문입니다. 지난번에 시켜먹었던 훈연 매콤 막창이 너무 맛있어서 같은 메뉴로 한번 더 시켜먹었네요 역시나 막창부터 이벤트로 주신 알밥까지 맛있게 먹었습니다. 근데 고추는 청양고추인가요? 먹고 매워서 진땀 뺐습니다 😂😂😂,5,5,5,5,2019년 9월 7일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1765,꾸이꾸이막창&순대국,za**님,훈연 매콤 막창/1(사이즈 선택(1人（200g）)),주먹밥이 좀짰어요 그외엔 아주굿 ~~,5,5,5,5,2019년 9월 6일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1766,꾸이꾸이막창&순대국,za**님,훈연 소금 막창 /1(사이즈 선택(1人（200g）)),배달도 빨리오고 맛있었습니다!! 서비스로주신 날치알밥도 맛있어요~!,5,5,4,5,2019년 9월 6일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1767,꾸이꾸이막창&순대국,do**님,훈연 소금 막창 /1(사이즈 선택(1人（200g）)),저같이 시키면 공기밥 안나와요~ 양이 많다고 했는데 체감으로는 잘 모르겠네요. 구이 음식은 배달보다는 가서 먹는 걸로..,3,3,3,4,2019년 9월 5일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1768,꾸이꾸이막창&순대국,손님,훈연 매콤 막창/1(사이즈 선택(1人（200g）)),양도 꽤 많았고 밥도 맛있네요~! 두꺼운 막창이 쫄깃해서 좋았어요,4,4,5,5,2019년 9월 5일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1769,꾸이꾸이막창&순대국,pe**님,훈연 소금 막창 /1(사이즈 선택(1人（200g）)),같이 보내주신 날치알주먹밥까지 쌈으로 싸먹고 있어요! 소금구이에 양파도 많이 주셔서 넘 좋구 소스도 다양하게 오네요^^,5,5,4,5,2019년 9월 5일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1770,꾸이꾸이막창&순대국,hy**님,훈연 소금 막창 /1(사이즈 선택(1人（200g）)),날치주먹밥 짭잘하게 맛있었습니다 막창 양도 좋고 소스도 다양해서 먹는 재미도 있었습니다,5,5,5,5,2019년 9월 5일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1771,꾸이꾸이막창&순대국,ja**님,훈연 소금 막창 /1(사이즈 선택(1人（200g）)),진짜 진짜 맛있었어요 보통 막창 곱창 시켜서 한번 먹고 안시키는데 다시 시킬거 같아요 소스도 맛있어서 매콤 막창이 오늘 왔던 소스로 조리하시는 거면 먹어보고 싶어요 멱살도 먹어보고 싶네요ㅎㅎ 잘 먹었습니다,5,5,5,5,2019년 9월 5일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1772,꾸이꾸이막창&순대국,sh**님,훈연 소금 막창 /1(사이즈 선택(1人（200g）)),양 많고 맛있습니다. 초장소스가 막창이랑 잘어울려요ㅋㅋㅋ 비오는데 배달도 딱맞춰서 오셔서 감사합니다,5,5,5,5,2019년 9월 4일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1773,꾸이꾸이막창&순대국,qu**님,훈연 소금 막창 /1(사이즈 선택(1人（200g）)),막창이 따뜻하게 오고 진짜 맛있어요~ 이벤트로 주슨 주먹밥도 JMT~~~,5,5,5,5,2019년 9월 4일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1774,꾸이꾸이막창&순대국,kh**님,혼밥세트（막창1人 200g＋쌈＋부추＋수제소스＋양파피클＋공깃밥＋된장찌개小＋음료수190mL 1개）/1(혼밥세트 맛선택(소금)),맛있게 잘먹었습니다~다음에 또 시킬게요,5,5,5,5,2019년 9월 4일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1775,꾸이꾸이막창&순대국,ti**님,훈연 소금 막창 /1(사이즈 선택(1人（200g）)),중국요리 먹으면서 술안주로 1인분만 시켜봤는데.. 따뜻하게 식지 않고 왔네요.. 냄새 안 나고 맛 괜찮아요. 주먹밥은 김이 아주 맛있지는 않네요~ 집에서 멀지 않아 담에는 매장에 가서 먹어보려구요.. 잘 먹었습니다^^,5,5,5,5,2019년 9월 3일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1776,꾸이꾸이막창&순대국,gk**님,훈연 소금 막창 /1(사이즈 선택(1人（200g）)),양 진짜 많네요!!,5,4,5,5,2019년 9월 3일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1777,꾸이꾸이막창&순대국,fu**님,훈연 매콤 막창/1(사이즈 선택(1人（200g）)),너무 맛있게 잘 먹었습니다 ㅎ 막창뿐만 아니라 이벤트로 같이 싸주신 알밥도 따끈따끈하게 아주 맛있게 잘 먹었습니다 다음에도 또 시키도록 하겠습니다 😍😍😍,5,5,5,5,2019년 9월 3일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1778,꾸이꾸이막창&순대국,nd**님,훈연 매콤 막창/1(사이즈 선택(1人（200g）)),서비스로 주신 주먹밥도 맛있었고 막창도 잘 먹었습니다. 그런데 쌈이 없는 것 같어서 다른 사진리뷰들을 확인해보니 쌈채소를 빠뜨리고 보내신 게 맞는 것 같네요...ㅠ,4,4,5,5,2019년 9월 3일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
1779,꾸이꾸이막창&순대국,an**님,"훈연 소금 막창 /1(사이즈 선택(1人（200g）)),콜라 355mL/1",막창은 혼자시켜먹기 부담스러울수 있는데 가격도 적당하구 맛있어요!! 배달도 안전하게 제시간에 맞춰서 잘왔구요 ㅎㅎ 맛있게 잘 먹을게요 많이 파세용~~(˃̶᷄‧̫ ˂̶᷅๑ ),5,5,5,5,2019년 9월 2일,11:00 - 03:00,서울 성북구 동선동1가 85-90 1층
